timestamp,src_ip,dst_ip,protocol,packet_size,duration,flag,bytes_sent,bytes_received
2024-01-20 01:08:05,192.168.2.197,10.0.0.30,ICMP,572,19.732,FIN,187390,88482
2024-02-19 16:05:49,192.168.0.40,10.0.0.46,ICMP,852,28.158,FIN,173049,13153
2024-01-01 09:32:43,192.168.2.113,10.0.0.26,TCP,285,4.308,SYN,167131,94026
2024-01-14 16:47:57,192.168.4.17,10.0.0.14,UDP,313,18.883,PSH,16288,81458
2024-02-03 01:37:56,192.168.1.96,10.0.0.22,UDP,931,1.61,RST,130284,35052
2024-01-02 05:25:58,192.168.4.43,10.0.0.15,TCP,1211,24.556,RST,128112,88791
2024-01-15 01:13:25,192.168.5.144,10.0.0.24,UDP,531,7.167,SYN,37307,73053
2024-01-07 03:43:30,192.168.2.180,10.0.0.26,UDP,1146,26.194,SYN,62124,47801
2024-02-23 15:05:48,192.168.4.193,10.0.0.38,UDP,1209,15.215,SYN,54694,38508
2024-02-24 15:57:08,192.168.0.223,10.0.0.22,TCP,511,7.308,PSH,22200,29466
2024-01-07 09:16:33,192.168.1.96,10.0.0.45,TCP,140,15.634,SYN,144824,54696
2024-02-29 12:25:42,192.168.2.103,10.0.0.42,ICMP,1480,1.195,FIN,22044,43997
2024-01-26 00:24:45,192.168.0.175,10.0.0.37,UDP,1448,2.182,FIN,198219,62851
2024-01-17 03:57:24,192.168.1.222,10.0.0.23,UDP,206,5.406,FIN,192225,94918
2024-01-22 09:51:54,192.168.0.156,10.0.0.1,TCP,980,7.73,RST,139332,98578
2024-01-23 16:34:53,192.168.1.96,10.0.0.16,ICMP,1497,25.901,ACK,153093,55640
2024-01-20 03:57:46,192.168.0.98,10.0.0.31,TCP,203,7.352,FIN,196641,71542
2024-01-22 15:29:27,192.168.3.138,10.0.0.21,UDP,695,8.089,RST,116301,39797
2024-02-20 00:58:20,45.91.57.7,10.0.0.9,TCP,55236,0.02,FIN,4238500,99436
2024-02-29 14:57:57,192.168.4.197,10.0.0.8,TCP,350,26.815,RST,90897,85168
2024-01-25 02:22:31,45.79.44.152,10.0.0.26,UDP,34436,0.129,PSH,3047963,14957
2024-01-06 01:25:45,192.168.0.221,10.0.0.1,UDP,1488,27.411,FIN,111753,97434
2024-01-02 03:46:01,192.168.2.91,10.0.0.38,UDP,615,5.734,RST,162056,87681
2024-01-30 09:14:31,192.168.1.131,10.0.0.12,ICMP,539,20.298,SYN,107922,57139
2024-01-08 00:07:11,192.168.3.1,10.0.0.37,UDP,665,25.874,RST,46878,54408
2024-01-18 02:02:08,192.168.1.139,10.0.0.29,TCP,425,6.474,PSH,56473,41711
2024-01-29 04:10:42,192.168.5.177,10.0.0.12,UDP,1104,18.624,PSH,184896,32885
2024-02-16 01:36:29,192.168.5.177,10.0.0.2,TCP,304,,ACK,136294,14152
2024-02-16 16:50:11,192.168.5.41,10.0.0.38,ICMP,317,28.923,FIN,162595,28299
2024-01-12 16:48:48,192.168.4.187,10.0.0.15,ICMP,1268,19.159,RST,27753,3659
2024-02-06 18:28:09,192.168.0.175,10.0.0.4,TCP,641,29.357,ACK,113661,72794
2024-02-29 01:15:57,192.168.5.122,10.0.0.22,TCP,935,10.718,SYN,11553,45469
2024-01-29 02:45:39,192.168.3.98,10.0.0.4,UDP,1097,6.957,RST,142837,82733
2024-01-23 03:28:34,192.168.2.113,10.0.0.36,UDP,1374,20.279,ACK,105421,54434
2024-01-16 04:44:32,192.168.1.168,10.0.0.35,UDP,536,,FIN,50758,27546
2024-01-05 01:30:05,192.168.4.120,10.0.0.42,ICMP,683,7.611,FIN,51453,76292
2024-02-02 11:11:50,192.168.2.207,10.0.0.15,ICMP,393,5.823,FIN,97039,92959
2024-02-13 04:01:00,192.168.0.251,10.0.0.26,TCP,129,20.89,RST,52458,97056
2024-02-09 15:59:27,192.168.0.22,10.0.0.46,TCP,1147,27.975,ACK,136314,84188
2024-02-23 22:34:42,192.168.5.109,10.0.0.10,TCP,1298,10.532,PSH,152141,24328
2024-02-09 02:50:22,192.168.5.81,10.0.0.28,UDP,961,21.966,ACK,103282,17000
2024-02-11 04:43:28,192.168.5.77,10.0.0.45,UDP,174,20.23,ACK,175006,30348
2024-02-06 02:03:10,192.168.3.102,10.0.0.22,TCP,553,21.68,ACK,2048,16319
2024-01-22 09:09:56,192.168.5.225,10.0.0.32,ICMP,506,25.958,ACK,11771,90688
2024-02-13 04:11:46,192.168.1.246,10.0.0.35,ICMP,1040,16.051,RST,69325,80344
2024-01-21 13:30:49,192.168.5.77,10.0.0.12,TCP,1435,25.899,FIN,108776,52277
2024-02-15 16:24:23,192.168.3.21,10.0.0.34,TCP,1126,26.861,RST,15704,10636
2024-01-24 04:58:42,45.45.125.58,10.0.0.47,UDP,41086,0.227,SYN,2424571,64461
2024-02-05 11:54:53,192.168.4.76,10.0.0.36,UDP,794,23.086,FIN,40827,86219
2024-02-04 12:40:41,192.168.4.103,10.0.0.14,ICMP,1014,15.792,PSH,86058,68057
2024-01-26 09:19:43,192.168.1.172,10.0.0.48,TCP,580,29.735,ACK,97526,77193
2024-01-14 02:41:32,192.168.2.62,10.0.0.30,TCP,229,17.778,RST,196671,67991
2024-02-16 01:55:57,192.168.0.154,10.0.0.23,ICMP,337,2.399,PSH,100049,3193
2024-02-19 03:39:06,192.168.2.6,10.0.0.33,ICMP,1309,8.343,ACK,153856,85247
2024-01-01 04:28:30,192.168.4.236,10.0.0.40,ICMP,1034,5.485,PSH,75870,47916
2024-02-22 00:02:33,192.168.0.156,10.0.0.10,TCP,373,21.152,FIN,170023,69787
2024-01-30 03:44:09,192.168.1.139,10.0.0.32,ICMP,970,2.83,ACK,41265,74713
2024-02-15 03:21:32,192.168.3.1,10.0.0.20,ICMP,304,27.589,SYN,60157,67604
2024-01-26 02:09:36,192.168.4.194,10.0.0.25,UDP,454,28.136,PSH,64328,62312
2024-02-14 01:13:32,192.168.1.96,10.0.0.12,TCP,603,27.359,ACK,91990,94109
2024-02-15 17:10:54,192.168.2.254,10.0.0.40,TCP,164,18.188,FIN,65343,9003
2024-01-14 00:14:13,192.168.4.142,10.0.0.28,UDP,178,11.35,FIN,77459,96688
2024-01-30 02:59:30,192.168.1.234,10.0.0.15,UDP,253,10.746,FIN,170895,40578
2024-01-23 02:08:15,192.168.0.98,10.0.0.28,TCP,1446,12.618,FIN,125613,39001
2024-02-16 11:51:50,192.168.4.51,10.0.0.26,TCP,201,19.055,FIN,131261,59564
2024-02-07 07:05:42,192.168.1.222,10.0.0.10,ICMP,647,22.47,PSH,95755,90836
2024-01-26 18:23:06,192.168.1.131,10.0.0.19,TCP,238,2.593,RST,79831,80305
2024-01-19 18:19:17,192.168.1.17,10.0.0.9,ICMP,201,20.297,SYN,97947,90765
2024-01-19 12:40:37,192.168.3.230,10.0.0.33,TCP,1106,6.835,FIN,18150,27512
2024-01-30 01:44:49,45.79.44.152,10.0.0.24,TCP,27561,0.488,FIN,4128027,93847
2024-01-23 02:32:41,192.168.4.65,10.0.0.1,UDP,289,23.274,RST,172584,2024
2024-01-07 13:07:43,192.168.2.113,10.0.0.41,TCP,52,18.058,ACK,174871,81618
2024-02-21 15:05:36,192.168.5.88,10.0.0.2,ICMP,643,18.01,RST,170190,84715
2024-01-30 00:05:03,192.168.0.187,10.0.0.3,TCP,1350,20.447,RST,165694,30212
2024-01-09 00:47:13,192.168.0.187,10.0.0.14,ICMP,386,5.488,ACK,124007,37308
2024-01-23 11:12:07,192.168.1.234,10.0.0.25,TCP,1486,14.176,ACK,36665,29100
2024-02-07 10:16:27,192.168.4.68,10.0.0.27,TCP,164,12.683,PSH,31637,57383
2024-01-07 03:57:46,192.168.2.6,10.0.0.10,ICMP,814,14.598,FIN,155229,65281
2024-02-26 18:07:58,192.168.5.150,10.0.0.20,UDP,1103,26.321,FIN,179433,65921
2024-02-14 03:24:56,192.168.0.40,10.0.0.23,UDP,142,17.705,FIN,58182,54953
2024-02-21 09:28:09,192.168.2.180,10.0.0.38,UDP,961,27.752,SYN,96487,40307
2024-01-20 00:23:55,192.168.1.181,10.0.0.42,TCP,642,0.995,FIN,149645,4991
2024-02-17 12:50:15,192.168.5.68,10.0.0.23,UDP,865,18.434,SYN,46988,1772
2024-01-07 01:26:13,192.168.1.42,10.0.0.32,UDP,929,21.08,ACK,161966,13786
2024-02-02 01:11:31,192.168.2.254,10.0.0.41,UDP,1233,5.44,FIN,115088,94633
2024-02-25 11:40:58,192.168.1.238,10.0.0.5,TCP,759,24.499,ACK,38119,58433
2024-02-08 20:39:35,192.168.1.68,10.0.0.43,UDP,874,17.411,SYN,4566,5755
2024-02-21 11:22:32,192.168.4.187,10.0.0.36,TCP,398,15.473,RST,59497,4041
2024-02-22 03:30:08,192.168.4.236,10.0.0.25,UDP,388,1.972,RST,129959,23277
2024-01-21 16:23:23,45.91.57.7,10.0.0.49,TCP,15148,0.326,SYN,668182,243
2024-02-29 00:41:28,192.168.0.62,10.0.0.36,TCP,421,21.448,ACK,34046,61445
2024-02-17 18:28:13,192.168.0.98,10.0.0.5,TCP,1327,22.36,FIN,69892,86801
2024-01-20 11:59:10,192.168.2.62,10.0.0.17,TCP,992,28.169,RST,196717,53688
2024-02-05 12:40:47,192.168.5.59,10.0.0.22,TCP,101,11.93,ACK,168875,20484
2024-02-14 13:45:59,192.168.1.33,10.0.0.39,UDP,703,20.476,FIN,142914,75296
2024-01-28 12:10:18,192.168.4.103,10.0.0.7,UDP,543,1.647,SYN,184841,61976
2024-01-23 04:47:23,192.168.4.243,10.0.0.6,TCP,1090,2.099,SYN,141588,64227
2024-02-14 12:17:17,192.168.3.21,10.0.0.25,ICMP,1046,12.069,RST,109642,3801
2024-01-20 14:56:35,45.91.57.7,10.0.0.12,ICMP,27686,0.023,PSH,704194,97252
2024-01-01 01:46:25,192.168.0.207,10.0.0.9,UDP,577,6.507,SYN,112768,14501
2024-02-27 00:54:32,192.168.0.98,10.0.0.42,TCP,640,9.746,SYN,112060,25987
2024-02-20 12:02:47,192.168.5.144,10.0.0.23,TCP,1137,3.606,RST,141714,63403
2024-02-19 12:04:55,192.168.2.197,10.0.0.24,TCP,1314,18.126,RST,66314,7034
2024-02-27 02:27:44,192.168.0.92,10.0.0.5,ICMP,984,22.991,RST,153421,42933
2024-01-25 03:29:07,192.168.5.30,10.0.0.32,UDP,395,10.795,RST,7829,61389
2024-02-09 18:15:06,45.64.16.8,10.0.0.44,UDP,57086,0.276,FIN,2894236,78140
2024-02-17 12:13:59,192.168.2.126,10.0.0.3,ICMP,244,10.718,RST,24452,80660
2024-01-17 16:58:17,192.168.1.234,10.0.0.13,TCP,1389,8.939,SYN,20293,86646
2024-01-16 03:04:14,192.168.0.64,10.0.0.23,TCP,681,8.819,RST,13215,5570
2024-01-02 00:06:32,192.168.2.117,10.0.0.34,UDP,1337,0.119,RST,126372,84080
2024-01-19 04:11:21,192.168.1.172,10.0.0.13,ICMP,73,9.266,FIN,14148,47948
2024-02-01 02:54:27,45.35.214.57,10.0.0.43,ICMP,14091,0.368,FIN,4596720,72298
2024-01-21 09:57:10,192.168.5.167,10.0.0.35,ICMP,1353,21.85,PSH,74509,16956
2024-02-14 00:41:06,192.168.0.40,10.0.0.34,ICMP,654,4.769,RST,15516,63144
2024-01-23 09:30:49,192.168.5.109,10.0.0.24,UDP,616,22.613,RST,126016,84172
2024-02-13 01:15:07,192.168.5.125,10.0.0.32,UDP,351,7.285,PSH,185134,56379
2024-02-18 15:53:59,192.168.4.225,10.0.0.32,TCP,666,13.001,FIN,195129,13643
2024-02-27 00:46:14,192.168.0.154,10.0.0.19,ICMP,1337,5.874,PSH,123137,12715
2024-01-03 18:35:11,192.168.4.221,10.0.0.31,TCP,805,1.447,SYN,65208,34717
2024-01-11 14:59:25,192.168.2.117,10.0.0.11,UDP,644,18.809,FIN,13578,79779
2024-02-27 14:03:19,192.168.5.68,10.0.0.7,UDP,124,22.449,RST,103803,66593
2024-02-15 00:55:10,192.168.2.225,10.0.0.30,TCP,151,20.002,RST,109612,47856
2024-01-21 00:29:55,192.168.1.183,10.0.0.11,TCP,886,24.992,ACK,10035,69521
2024-02-08 03:43:52,192.168.1.234,10.0.0.2,TCP,1063,12.345,RST,90492,75585
2024-02-10 16:03:49,192.168.3.88,10.0.0.1,UDP,1017,11.585,ACK,53129,74291
2024-01-23 17:20:31,192.168.5.167,10.0.0.8,TCP,168,26.249,ACK,178769,60412
2024-01-30 11:35:10,192.168.2.57,10.0.0.3,ICMP,565,27.834,PSH,55540,51073
2024-02-14 01:41:06,192.168.4.243,10.0.0.19,ICMP,308,21.426,ACK,93583,49039
2024-02-14 12:50:05,192.168.3.98,10.0.0.14,TCP,70,6.897,PSH,107516,60810
2024-02-17 06:07:27,192.168.0.221,10.0.0.17,UDP,412,13.164,ACK,196781,75153
2024-01-02 02:35:49,192.168.2.113,10.0.0.37,TCP,219,24.962,RST,184239,56652
2024-02-25 03:48:26,192.168.1.183,10.0.0.7,TCP,873,3.783,PSH,189804,68952
2024-01-27 04:21:57,192.168.3.21,10.0.0.40,TCP,343,17.686,RST,161689,21016
2024-02-23 14:44:43,192.168.4.76,10.0.0.44,ICMP,1144,14.242,ACK,39102,43597
2024-02-06 01:24:05,192.168.0.154,10.0.0.12,ICMP,762,23.733,ACK,144786,50615
2024-02-22 01:35:53,192.168.2.6,10.0.0.2,UDP,930,12.437,SYN,112177,32328
2024-02-27 10:58:57,192.168.0.175,10.0.0.23,TCP,221,10.404,FIN,119405,16344
2024-01-09 03:52:34,192.168.4.51,10.0.0.12,TCP,1188,18.75,SYN,111711,91119
2024-02-05 15:32:17,192.168.2.136,10.0.0.50,ICMP,862,16.943,SYN,24961,28580
2024-01-26 01:35:59,192.168.0.251,10.0.0.47,ICMP,1192,24.792,FIN,31683,64060
2024-02-02 17:27:56,192.168.2.155,10.0.0.35,TCP,941,22.542,RST,167287,5844
2024-01-06 11:15:33,192.168.0.12,10.0.0.35,TCP,508,28.415,SYN,51563,25016
2024-01-25 09:15:13,192.168.0.92,10.0.0.29,TCP,655,27.373,RST,92605,6393
2024-01-23 05:38:40,192.168.2.6,10.0.0.15,UDP,1293,4.339,PSH,120842,84440
2024-01-12 03:29:13,192.168.5.144,10.0.0.50,TCP,1410,8.515,SYN,148177,76965
2024-01-15 02:13:05,192.168.4.17,10.0.0.43,UDP,989,15.474,SYN,34380,42932
2024-01-07 12:15:35,192.168.4.43,10.0.0.46,TCP,1316,28.513,PSH,12729,5325
2024-01-10 10:09:48,192.168.2.6,10.0.0.29,ICMP,775,1.79,PSH,28581,51504
2024-02-12 00:42:31,192.168.4.57,10.0.0.44,UDP,896,12.912,RST,79127,76307
2024-01-23 03:29:55,45.45.125.58,10.0.0.31,UDP,39958,0.464,PSH,1809156,39514
2024-01-28 03:00:02,192.168.3.98,10.0.0.12,TCP,1318,0.714,PSH,15072,30830
2024-01-30 02:34:41,192.168.2.113,10.0.0.27,ICMP,603,15.844,RST,192853,19024
2024-02-01 04:00:43,192.168.3.24,10.0.0.47,ICMP,1405,29.462,FIN,128437,79709
2024-01-19 02:18:29,192.168.5.81,10.0.0.39,TCP,378,23.502,SYN,3618,32886
2024-02-07 09:18:17,192.168.1.246,10.0.0.28,ICMP,258,12.695,ACK,180118,33970
2024-02-02 04:00:05,192.168.0.22,10.0.0.4,TCP,273,16.207,RST,131258,97084
2024-01-19 14:03:27,192.168.0.154,10.0.0.39,ICMP,1214,3.554,RST,104982,27875
2024-01-01 04:00:29,192.168.4.51,10.0.0.18,ICMP,707,26.578,FIN,170714,57960
2024-02-16 03:03:25,192.168.2.253,10.0.0.38,UDP,662,8.669,ACK,108562,97372
2024-01-17 12:20:41,192.168.2.42,10.0.0.39,UDP,1166,25.452,PSH,182606,43345
2024-01-23 10:13:47,192.168.4.109,10.0.0.18,TCP,952,28.178,ACK,32481,31261
2024-02-17 11:03:51,192.168.4.51,10.0.0.16,TCP,776,4.731,RST,173651,85196
2024-01-10 14:37:12,192.168.4.142,10.0.0.30,ICMP,740,1.645,FIN,14005,15247
2024-02-03 02:13:02,192.168.0.12,10.0.0.15,UDP,966,1.236,RST,68861,72611
2024-02-09 17:38:25,192.168.1.222,10.0.0.17,UDP,1118,1.682,ACK,111847,49560
2024-02-21 18:29:29,192.168.1.246,10.0.0.38,UDP,862,1.818,RST,151361,45803
2024-01-10 06:49:35,192.168.5.88,10.0.0.37,ICMP,1009,2.484,FIN,159463,4022
2024-02-01 12:05:16,45.27.52.174,10.0.0.23,ICMP,14750,0.249,SYN,4056535,44230
2024-01-29 04:26:27,192.168.4.221,10.0.0.41,ICMP,712,20.873,FIN,166262,81142
2024-02-17 04:49:13,192.168.4.43,10.0.0.32,UDP,957,3.108,ACK,37649,3197
2024-01-29 09:36:36,192.168.2.148,10.0.0.31,TCP,381,29.718,FIN,110862,67678
2024-01-18 16:45:12,192.168.3.24,10.0.0.34,TCP,372,9.502,ACK,131956,10888
2024-02-25 09:42:17,192.168.1.246,10.0.0.24,ICMP,1329,12.524,SYN,180758,2226
2024-01-10 14:33:10,192.168.5.84,10.0.0.31,UDP,303,10.815,RST,104166,63257
2024-01-06 00:56:03,192.168.3.151,10.0.0.26,UDP,882,27.839,RST,109112,81051
2024-02-14 17:01:21,192.168.4.76,10.0.0.37,ICMP,816,26.388,SYN,67785,70004
2024-02-10 14:08:09,192.168.2.207,10.0.0.1,UDP,382,24.267,FIN,113153,87528
2024-01-27 00:05:13,192.168.0.207,10.0.0.35,UDP,1492,23.404,FIN,197410,57327
2024-02-17 07:34:20,192.168.3.98,10.0.0.6,ICMP,420,18.035,SYN,62041,45497
2024-01-02 10:51:05,192.168.5.109,10.0.0.37,UDP,750,17.649,ACK,17067,16573
2024-01-21 01:34:32,192.168.0.92,10.0.0.47,UDP,1052,11.022,RST,14086,56340
2024-01-11 16:08:00,192.168.0.22,10.0.0.22,ICMP,953,8.33,SYN,48218,5097
2024-02-16 03:29:25,192.168.5.177,10.0.0.18,ICMP,1356,24.372,RST,33034,6243
2024-02-11 18:19:13,45.64.16.8,10.0.0.50,TCP,60211,0.27,FIN,1024719,39223
2024-01-24 11:48:45,192.168.5.84,10.0.0.10,UDP,1319,18.917,PSH,123953,14796
2024-01-04 13:07:32,192.168.0.221,10.0.0.9,UDP,1195,29.534,SYN,112006,83433
2024-01-30 11:30:04,192.168.2.148,10.0.0.39,TCP,721,29.011,ACK,76603,80437
2024-02-18 12:01:06,192.168.0.223,10.0.0.5,UDP,1478,9.519,RST,181706,36770
2024-02-12 00:14:35,192.168.2.180,10.0.0.3,UDP,291,10.751,SYN,121984,55233
2024-02-09 10:41:24,192.168.5.144,10.0.0.44,UDP,188,28.849,SYN,73272,99040
2024-02-05 01:41:27,192.168.0.12,10.0.0.22,ICMP,1408,25.09,RST,139593,45798
2024-01-16 15:19:45,192.168.0.156,10.0.0.45,UDP,760,9.657,SYN,170001,8945
2024-02-01 03:50:15,192.168.2.117,10.0.0.35,ICMP,1462,17.058,RST,83549,52974
2024-01-11 01:24:49,192.168.5.41,10.0.0.25,UDP,662,27.78,RST,124718,53845
2024-02-01 13:57:07,192.168.3.88,10.0.0.17,TCP,1261,6.229,RST,188985,26382
2024-02-12 04:15:04,45.79.44.152,10.0.0.35,TCP,26840,0.312,SYN,3859032,42016
2024-01-05 19:51:04,192.168.4.103,10.0.0.30,UDP,866,10.789,SYN,82623,57930
2024-01-03 12:57:34,192.168.2.148,10.0.0.25,ICMP,818,2.965,ACK,71486,1083
2024-01-17 14:29:36,192.168.4.187,10.0.0.22,ICMP,1373,24.382,FIN,197007,96632
2024-02-02 15:20:25,192.168.5.144,10.0.0.40,ICMP,777,11.023,FIN,72025,64520
2024-01-09 17:26:52,192.168.2.253,10.0.0.47,TCP,953,6.114,PSH,193384,7104
2024-01-28 01:00:18,192.168.2.197,10.0.0.42,TCP,1333,12.572,RST,148049,51589
2024-01-25 10:03:48,192.168.5.41,10.0.0.35,TCP,418,14.525,RST,160598,63875
2024-01-15 17:07:39,192.168.0.22,10.0.0.23,ICMP,637,13.257,SYN,199045,17774
2024-02-05 12:36:38,192.168.0.251,10.0.0.19,UDP,529,3.831,RST,76598,31791
2024-01-02 03:04:41,192.168.3.230,10.0.0.39,TCP,318,13.982,FIN,162776,67155
2024-01-01 09:00:19,192.168.5.177,10.0.0.31,UDP,246,27.969,ACK,26442,68334
2024-01-02 10:29:25,192.168.1.234,10.0.0.24,ICMP,827,12.419,FIN,29133,57645
2024-02-01 11:11:52,192.168.5.84,10.0.0.46,ICMP,1098,28.919,ACK,42299,5304
2024-02-27 00:02:44,192.168.5.30,10.0.0.40,UDP,675,15.871,SYN,82276,80804
2024-02-05 01:19:53,192.168.0.156,10.0.0.43,TCP,273,21.166,RST,127750,54356
2024-02-24 02:05:59,192.168.5.59,10.0.0.23,UDP,687,20.034,FIN,139009,21337
2024-01-11 11:31:39,192.168.5.225,10.0.0.15,TCP,165,16.748,SYN,543,66944
2024-02-24 16:50:48,192.168.0.156,10.0.0.33,ICMP,106,20.996,PSH,186391,70073
2024-01-15 04:04:20,192.168.2.180,10.0.0.34,TCP,1389,21.202,PSH,59542,67266
2024-01-23 09:12:56,192.168.2.253,10.0.0.41,ICMP,700,20.235,PSH,43913,88644
2024-02-13 03:08:14,192.168.3.88,10.0.0.16,UDP,390,0.784,ACK,30000,19999
2024-02-10 02:20:11,192.168.4.51,10.0.0.45,TCP,547,13.216,FIN,132629,45444
2024-01-17 04:51:03,192.168.5.167,10.0.0.1,TCP,1118,24.814,FIN,6280,1914
2024-01-09 03:25:31,45.21.111.60,10.0.0.14,ICMP,9917,0.073,ACK,4358385,52186
2024-01-30 03:55:29,192.168.1.238,10.0.0.8,TCP,488,,FIN,82378,260
2024-02-04 11:07:13,45.64.16.8,10.0.0.19,TCP,33075,0.338,SYN,723993,58125
2024-01-07 02:38:21,192.168.4.196,10.0.0.11,ICMP,493,27.822,RST,163933,16533
2024-01-24 16:26:10,192.168.4.225,10.0.0.15,ICMP,952,7.925,RST,63124,65004
2024-01-07 03:00:35,192.168.5.122,10.0.0.21,TCP,415,12.695,PSH,1889,73328
2024-01-18 10:37:22,45.27.52.174,10.0.0.36,TCP,17167,0.229,SYN,4898383,90688
2024-01-21 11:52:10,192.168.2.6,10.0.0.9,TCP,80,24.729,FIN,95620,96692
2024-01-11 10:33:54,192.168.3.41,10.0.0.15,TCP,843,16.793,SYN,46940,16130
2024-01-10 01:00:32,192.168.0.187,10.0.0.22,TCP,1319,1.367,SYN,102371,40787
2024-01-17 18:51:02,192.168.5.81,10.0.0.18,UDP,642,1.231,SYN,5970,96190
2024-02-08 12:05:28,192.168.5.225,10.0.0.20,ICMP,54,29.797,ACK,199211,96466
2024-02-04 04:26:49,192.168.5.166,10.0.0.30,TCP,370,17.296,ACK,118884,89732
2024-01-24 19:01:33,192.168.5.109,10.0.0.24,ICMP,286,16.514,PSH,186785,11194
2024-02-12 17:55:52,192.168.4.194,10.0.0.44,UDP,1198,,PSH,55874,45131
2024-02-23 16:50:55,192.168.3.41,10.0.0.26,ICMP,706,29.983,RST,17475,84499
2024-01-27 02:43:55,192.168.0.175,10.0.0.7,UDP,304,26.643,RST,110799,76017
2024-01-07 13:06:04,192.168.5.44,10.0.0.3,UDP,383,6.789,ACK,83487,43696
2024-02-08 00:14:24,192.168.4.17,10.0.0.23,ICMP,968,28.01,FIN,105671,33216
2024-02-05 23:17:49,192.168.2.6,10.0.0.2,UDP,783,13.708,PSH,103395,66118
2024-01-26 04:58:19,192.168.0.250,10.0.0.34,ICMP,1412,19.71,ACK,75953,55487
2024-02-11 02:18:48,192.168.4.120,10.0.0.7,UDP,413,7.217,PSH,181201,67865
2024-02-17 02:48:38,45.91.57.7,10.0.0.37,UDP,31534,0.475,SYN,2962468,21765
2024-01-31 03:04:56,192.168.5.166,10.0.0.9,TCP,203,12.138,RST,121864,21708
2024-01-26 04:58:24,192.168.4.193,10.0.0.27,ICMP,509,21.724,PSH,9625,3771
2024-01-04 00:48:18,192.168.3.98,10.0.0.37,ICMP,1444,24.992,RST,109780,69732
2024-02-27 03:14:58,192.168.0.62,10.0.0.43,TCP,1466,3.544,FIN,173990,86098
2024-02-16 10:43:51,192.168.2.103,10.0.0.45,UDP,431,5.248,SYN,909,62552
2024-01-12 01:15:18,192.168.5.59,10.0.0.19,UDP,1381,21.077,FIN,153864,50967
2024-02-05 14:00:26,45.64.16.8,10.0.0.9,UDP,29301,0.271,ACK,2644418,29710
2024-01-24 23:39:06,192.168.3.102,10.0.0.24,ICMP,318,20.77,SYN,33887,12873
2024-01-30 00:53:38,192.168.2.117,10.0.0.10,UDP,1126,9.67,ACK,197095,3128
2024-02-20 03:29:40,192.168.2.225,10.0.0.16,TCP,703,24.468,PSH,50841,87146
2024-01-26 15:57:07,192.168.0.187,10.0.0.14,ICMP,1240,26.475,PSH,36810,67095
2024-02-12 12:28:20,192.168.4.193,10.0.0.48,ICMP,1267,5.668,SYN,182291,32192
2024-01-09 16:06:59,192.168.3.138,10.0.0.49,UDP,1464,0.408,FIN,166565,68950
2024-01-13 03:10:22,192.168.2.113,10.0.0.1,TCP,1370,25.538,SYN,78981,44795
2024-01-20 00:24:26,45.45.125.58,10.0.0.25,ICMP,21976,0.158,FIN,1510850,34518
2024-01-12 12:31:57,192.168.5.109,10.0.0.38,ICMP,177,5.091,PSH,147899,61882
2024-01-26 07:31:57,192.168.5.109,10.0.0.9,ICMP,459,2.451,PSH,103188,43053
2024-01-16 00:10:37,192.168.1.238,10.0.0.25,ICMP,586,6.036,FIN,120635,29459
2024-02-23 03:00:05,192.168.0.223,10.0.0.40,TCP,1191,29.897,ACK,118224,26325
2024-01-14 02:47:55,192.168.5.68,10.0.0.13,ICMP,905,22.916,FIN,78754,41135
2024-02-12 11:56:38,192.168.1.68,10.0.0.34,TCP,698,16.566,RST,17751,6759
2024-01-04 14:00:23,192.168.4.243,10.0.0.48,UDP,521,28.956,FIN,21623,73227
2024-01-21 11:31:19,192.168.0.175,10.0.0.31,TCP,1317,0.327,ACK,60356,34812
2024-01-09 13:38:02,192.168.5.59,10.0.0.40,UDP,544,20.923,FIN,179122,47064
2024-02-01 17:06:01,192.168.2.42,10.0.0.41,UDP,1225,3.927,SYN,144464,22692
2024-01-10 15:07:27,192.168.0.29,10.0.0.8,TCP,805,1.501,RST,159058,21728
2024-01-21 02:04:14,192.168.1.222,10.0.0.11,UDP,1165,24.447,SYN,108274,34122
2024-02-18 02:01:29,192.168.4.57,10.0.0.2,ICMP,1039,28.993,ACK,15570,20138
2024-02-12 00:18:08,192.168.5.68,10.0.0.24,ICMP,535,16.276,RST,87647,97538
2024-01-09 04:00:42,192.168.5.214,10.0.0.22,UDP,1338,2.212,FIN,26938,77950
2024-01-04 15:45:09,192.168.1.33,10.0.0.50,UDP,846,0.86,PSH,44858,70728
2024-02-29 01:18:07,45.45.125.58,10.0.0.3,UDP,16811,0.353,SYN,2885579,98165
2024-02-19 01:09:55,192.168.4.103,10.0.0.26,ICMP,933,22.897,FIN,102788,4659
2024-02-16 00:23:52,192.168.3.98,10.0.0.48,ICMP,1318,10.637,ACK,19446,92215
2024-01-29 04:30:01,192.168.0.251,10.0.0.10,UDP,334,27.838,RST,109922,55464
2024-01-18 11:23:46,192.168.2.155,10.0.0.47,ICMP,1386,17.641,PSH,193584,78204
2024-02-06 13:17:28,45.64.16.8,10.0.0.15,TCP,12277,,RST,4308337,22397
2024-01-04 00:30:31,192.168.5.159,10.0.0.22,ICMP,1486,29.781,SYN,48753,2716
2024-01-06 13:54:54,192.168.2.62,10.0.0.13,UDP,319,8.008,RST,68977,72644
2024-02-13 02:52:49,192.168.3.98,10.0.0.23,ICMP,1369,10.813,SYN,152379,23686
