timestamp,fecha,hora,dia_semana,mes,src_ip,dst_ip,dst_port,protocol,action,bytes,country,severity,mitre_technique
2024-02-19 01:48:01,2024-02-19,1,Monday,2024-02,192.168.1.246,10.0.0.16,53,TCP,allow,40783,China,baja,
2024-02-16 12:08:26,2024-02-16,12,Friday,2024-02,192.168.0.250,10.0.0.35,123,UDP,allow,36485,China,baja,
2024-01-25 11:13:46,2024-01-25,11,Thursday,2024-01,45.64.16.8,10.0.0.45,3306,TCP,allow,10435,Irán,baja,T1190
2024-01-15 17:21:04,2024-01-15,17,Monday,2024-01,45.74.13.144,10.0.0.46,3306,ICMP,deny,39927,Corea del Norte,critica,T1190
2024-02-25 09:49:48,2024-02-25,9,Sunday,2024-02,192.168.3.98,10.0.0.49,993,ICMP,allow,20013,Países Bajos,baja,
2024-02-07 04:52:39,2024-02-07,4,Wednesday,2024-02,192.168.2.155,10.0.0.47,443,UDP,allow,28564,Países Bajos,baja,
2024-02-17 02:23:35,2024-02-17,2,Saturday,2024-02,192.168.1.131,10.0.0.36,993,UDP,allow,22617,México,baja,
2024-01-07 15:46:42,2024-01-07,15,Sunday,2024-01,192.168.5.122,10.0.0.41,80,TCP,allow,9293,Irán,baja,
2024-02-29 13:15:40,2024-02-29,13,Thursday,2024-02,45.45.125.58,10.0.0.8,3389,ICMP,deny,4332,Irán,critica,T1021
2024-01-13 04:01:26,2024-01-13,4,Saturday,2024-01,192.168.3.41,10.0.0.12,443,ICMP,allow,36347,Rusia,baja,
2024-01-27 16:38:58,2024-01-27,16,Saturday,2024-01,192.168.2.207,10.0.0.32,993,TCP,allow,42941,México,baja,
2024-01-18 11:16:43,2024-01-18,11,Thursday,2024-01,192.168.1.17,10.0.0.39,80,UDP,allow,15693,Estados Unidos,baja,
2024-02-26 14:04:42,2024-02-26,14,Monday,2024-02,192.168.0.154,10.0.0.20,110,UDP,allow,16249,Desconocido,media,
2024-01-02 23:55:32,2024-01-02,23,Tuesday,2024-01,45.35.214.57,10.0.0.9,8080,ICMP,allow,26819,China,baja,T1190
2024-01-22 02:48:04,2024-01-22,2,Monday,2024-01,45.79.44.152,10.0.0.32,3389,ICMP,deny,4137,Corea del Norte,critica,T1021
2024-01-23 00:42:02,2024-01-23,0,Tuesday,2024-01,45.64.16.8,10.0.0.14,23,TCP,deny,43393,Corea del Norte,alta,T1110
2024-02-29 15:11:33,2024-02-29,15,Thursday,2024-02,45.35.214.57,10.0.0.20,445,UDP,deny,36860,Corea del Norte,critica,T1021
2024-02-15 10:33:59,2024-02-15,10,Thursday,2024-02,45.74.13.144,10.0.0.2,23,ICMP,deny,36172,Corea del Norte,alta,T1110
2024-01-14 04:35:26,2024-01-14,4,Sunday,2024-01,45.21.111.60,10.0.0.12,445,TCP,allow,12840,Irán,baja,T1021
2024-01-24 13:03:38,2024-01-24,13,Wednesday,2024-01,192.168.2.136,10.0.0.18,80,TCP,deny,30457,Rusia,media,
2024-02-09 00:02:06,2024-02-09,0,Friday,2024-02,192.168.4.196,10.0.0.44,443,ICMP,allow,6083,México,media,
2024-02-11 00:07:47,2024-02-11,0,Sunday,2024-02,45.45.125.58,10.0.0.34,21,ICMP,deny,11130,Rusia,critica,T1071
2024-01-17 00:27:46,2024-01-17,0,Wednesday,2024-01,45.27.52.174,10.0.0.49,22,UDP,deny,46808,Corea del Norte,critica,T1110
2024-02-06 17:10:06,2024-02-06,17,Tuesday,2024-02,192.168.1.181,10.0.0.5,443,UDP,allow,9832,México,media,
2024-02-20 12:24:03,2024-02-20,12,Tuesday,2024-02,192.168.0.154,10.0.0.17,110,ICMP,allow,229,Países Bajos,media,
2024-02-01 04:48:04,2024-02-01,4,Thursday,2024-02,45.79.44.152,10.0.0.14,445,UDP,deny,45430,Corea del Norte,critica,T1021
2024-01-30 14:43:46,2024-01-30,14,Tuesday,2024-01,45.74.13.144,10.0.0.7,445,UDP,deny,865,China,critica,T1021
2024-02-20 03:30:10,2024-02-20,3,Tuesday,2024-02,192.168.0.221,10.0.0.29,25,TCP,deny,10199,Países Bajos,alta,
2024-01-25 22:02:34,2024-01-25,22,Thursday,2024-01,45.64.16.8,10.0.0.9,8080,ICMP,deny,32513,Irán,critica,T1190
2024-01-10 18:44:13,2024-01-10,18,Wednesday,2024-01,45.45.125.58,10.0.0.24,3306,TCP,deny,22019,Rusia,critica,T1190
2024-01-29 16:23:55,2024-01-29,16,Monday,2024-01,45.21.111.60,10.0.0.19,22,UDP,deny,33220,Corea del Norte,critica,T1110
2024-01-25 09:55:49,2024-01-25,9,Thursday,2024-01,192.168.0.40,10.0.0.46,25,UDP,allow,38177,Rusia,media,
2024-01-17 07:56:50,2024-01-17,7,Wednesday,2024-01,192.168.1.168,10.0.0.38,53,ICMP,allow,49135,Brasil,baja,
2024-02-13 02:31:54,2024-02-13,2,Tuesday,2024-02,192.168.2.42,10.0.0.42,123,UDP,allow,48366,Rusia,baja,
2024-02-27 01:10:14,2024-02-27,1,Tuesday,2024-02,192.168.5.167,10.0.0.20,443,ICMP,allow,27838,Rusia,baja,
2024-02-25 17:50:04,2024-02-25,17,Sunday,2024-02,45.35.214.57,10.0.0.41,21,TCP,deny,33965,Irán,critica,T1071
2024-01-06 04:44:28,2024-01-06,4,Saturday,2024-01,192.168.5.68,10.0.0.43,53,UDP,allow,399,China,baja,
2024-01-14 12:20:22,2024-01-14,12,Sunday,2024-01,192.168.0.62,10.0.0.18,25,ICMP,allow,27781,Países Bajos,baja,
2024-01-07 10:56:52,2024-01-07,10,Sunday,2024-01,192.168.1.42,10.0.0.6,123,UDP,allow,0,México,media,
2024-02-09 00:23:15,2024-02-09,0,Friday,2024-02,45.79.44.152,10.0.0.42,1433,TCP,deny,5755,Rusia,critica,T1190
2024-02-27 14:11:22,2024-02-27,14,Tuesday,2024-02,45.64.16.8,10.0.0.46,23,UDP,deny,26367,Rusia,alta,T1110
2024-02-17 02:36:43,2024-02-17,2,Saturday,2024-02,45.35.214.57,10.0.0.49,1433,TCP,deny,40103,China,critica,T1190
2024-01-21 02:57:24,2024-01-21,2,Sunday,2024-01,192.168.0.175,10.0.0.9,443,UDP,allow,1894,Rusia,baja,
2024-01-28 11:16:41,2024-01-28,11,Sunday,2024-01,192.168.0.62,10.0.0.9,993,TCP,allow,32053,Países Bajos,baja,
2024-02-09 02:35:54,2024-02-09,2,Friday,2024-02,45.35.214.57,10.0.0.33,445,TCP,deny,42172,Rusia,critica,T1021
2024-02-03 03:38:59,2024-02-03,3,Saturday,2024-02,192.168.1.222,10.0.0.4,110,ICMP,allow,2060,China,media,
2024-02-13 17:40:45,2024-02-13,17,Tuesday,2024-02,45.79.44.152,10.0.0.11,445,TCP,allow,24574,Rusia,baja,T1021
2024-01-18 04:15:16,2024-01-18,4,Thursday,2024-01,45.64.16.8,10.0.0.25,3306,ICMP,deny,8415,Rusia,critica,T1190
2024-02-22 02:11:16,2024-02-22,2,Thursday,2024-02,45.64.16.8,10.0.0.2,3306,ICMP,allow,38288,China,baja,T1190
2024-02-26 03:50:33,2024-02-26,3,Monday,2024-02,45.21.111.60,10.0.0.7,3306,TCP,deny,15795,Corea del Norte,alta,T1190
2024-02-25 01:58:20,2024-02-25,1,Sunday,2024-02,192.168.2.113,10.0.0.4,80,TCP,allow,34525,Estados Unidos,baja,
2024-01-01 18:01:36,2024-01-01,18,Monday,2024-01,192.168.5.166,10.0.0.30,80,UDP,allow,46220,Estados Unidos,media,
2024-01-22 03:08:04,2024-01-22,3,Monday,2024-01,45.74.13.144,10.0.0.4,3389,UDP,allow,2237,Rusia,baja,T1021
2024-02-12 04:51:12,2024-02-12,4,Monday,2024-02,192.168.4.196,10.0.0.13,53,ICMP,allow,32804,Rusia,baja,
2024-01-15 13:14:25,2024-01-15,13,Monday,2024-01,192.168.0.40,10.0.0.49,53,ICMP,allow,39739,Alemania,baja,
2024-02-23 00:28:18,2024-02-23,0,Friday,2024-02,45.74.13.144,10.0.0.8,1433,TCP,deny,28106,Rusia,critica,T1190
2024-01-23 04:10:51,2024-01-23,4,Tuesday,2024-01,45.74.13.144,10.0.0.11,21,TCP,deny,23852,Desconocido,critica,T1071
2024-02-05 17:54:46,2024-02-05,17,Monday,2024-02,192.168.4.51,10.0.0.30,53,ICMP,allow,9094,México,media,
2024-02-29 09:16:35,2024-02-29,9,Thursday,2024-02,45.79.44.152,10.0.0.3,23,UDP,allow,43355,Rusia,media,T1110
2024-02-08 04:30:00,2024-02-08,4,Thursday,2024-02,45.35.214.57,10.0.0.22,22,ICMP,deny,13267,Rusia,alta,T1110
2024-02-07 01:10:09,2024-02-07,1,Wednesday,2024-02,192.168.0.175,10.0.0.1,110,UDP,allow,49607,Rusia,media,
2024-01-25 15:49:53,2024-01-25,15,Thursday,2024-01,45.74.13.144,10.0.0.26,1433,ICMP,deny,45828,Corea del Norte,critica,T1190
2024-01-29 16:37:11,2024-01-29,16,Monday,2024-01,45.27.52.174,10.0.0.2,3306,UDP,deny,45104,Irán,critica,T1190
2024-02-15 13:15:45,2024-02-15,13,Thursday,2024-02,45.79.44.152,10.0.0.12,3306,UDP,deny,23791,China,critica,T1190
2024-01-24 15:46:40,2024-01-24,15,Wednesday,2024-01,45.64.16.8,10.0.0.10,3389,TCP,deny,44923,Irán,critica,T1021
2024-01-19 02:05:08,2024-01-19,2,Friday,2024-01,45.79.44.152,10.0.0.5,22,UDP,deny,2692,Irán,critica,T1110
2024-02-24 02:39:32,2024-02-24,2,Saturday,2024-02,45.64.16.8,10.0.0.50,3389,UDP,deny,9539,Rusia,critica,T1021
2024-01-24 12:29:06,2024-01-24,12,Wednesday,2024-01,45.45.125.58,10.0.0.45,23,ICMP,deny,18408,China,alta,T1110
2024-02-18 17:24:26,2024-02-18,17,Sunday,2024-02,192.168.0.175,10.0.0.11,110,TCP,allow,16534,Rusia,media,
2024-01-31 04:00:23,2024-01-31,4,Wednesday,2024-01,192.168.4.142,10.0.0.50,25,TCP,allow,28237,India,baja,
2024-02-24 01:44:00,2024-02-24,1,Saturday,2024-02,45.21.111.60,10.0.0.38,8080,UDP,allow,44069,China,media,T1190
2024-02-20 07:06:25,2024-02-20,7,Tuesday,2024-02,45.91.57.7,10.0.0.49,23,ICMP,deny,4668,Rusia,critica,T1110
2024-01-31 07:39:31,2024-01-31,7,Wednesday,2024-01,192.168.1.68,10.0.0.8,993,TCP,allow,9049,India,media,
2024-01-26 18:32:27,2024-01-26,18,Friday,2024-01,192.168.5.41,10.0.0.27,53,TCP,allow,18837,México,baja,
2024-02-10 07:20:22,2024-02-10,7,Saturday,2024-02,45.35.214.57,10.0.0.46,1433,TCP,deny,29989,China,critica,T1190
2024-01-09 17:18:18,2024-01-09,17,Tuesday,2024-01,45.79.44.152,10.0.0.30,23,UDP,deny,7814,Corea del Norte,critica,T1110
2024-02-24 13:24:44,2024-02-24,13,Saturday,2024-02,45.64.16.8,10.0.0.19,3306,TCP,deny,45719,Irán,alta,T1190
2024-01-05 03:18:23,2024-01-05,3,Friday,2024-01,45.27.52.174,10.0.0.38,8080,UDP,deny,49208,Irán,alta,T1190
2024-01-17 11:36:17,2024-01-17,11,Wednesday,2024-01,45.45.125.58,10.0.0.31,23,UDP,deny,7348,Corea del Norte,alta,T1110
2024-02-24 06:03:20,2024-02-24,6,Saturday,2024-02,45.27.52.174,10.0.0.20,21,ICMP,deny,12689,Irán,alta,T1071
2024-02-10 18:01:33,2024-02-10,18,Saturday,2024-02,192.168.1.130,10.0.0.23,80,TCP,allow,8981,Corea del Norte,baja,
2024-02-10 17:12:09,2024-02-10,17,Saturday,2024-02,45.45.125.58,10.0.0.49,8080,TCP,deny,17867,Irán,alta,T1190
2024-01-25 04:46:21,2024-01-25,4,Thursday,2024-01,45.45.125.58,10.0.0.28,21,ICMP,deny,40984,Rusia,critica,T1071
2024-01-08 16:42:55,2024-01-08,16,Monday,2024-01,45.91.57.7,10.0.0.48,3389,UDP,deny,8524,Irán,critica,T1021
2024-01-04 13:36:46,2024-01-04,13,Thursday,2024-01,192.168.2.57,10.0.0.44,993,ICMP,allow,35183,Corea del Norte,baja,
2024-02-01 01:35:45,2024-02-01,1,Thursday,2024-02,192.168.2.6,10.0.0.41,25,UDP,allow,21104,Alemania,media,
2024-01-19 02:50:47,2024-01-19,2,Friday,2024-01,192.168.4.57,10.0.0.25,80,TCP,allow,7389,Rusia,media,
2024-01-31 12:56:51,2024-01-31,12,Wednesday,2024-01,45.45.125.58,10.0.0.14,23,UDP,deny,11031,Corea del Norte,alta,T1110
2024-01-26 17:20:12,2024-01-26,17,Friday,2024-01,45.74.13.144,10.0.0.8,8080,ICMP,deny,45622,Corea del Norte,alta,T1190
2024-02-15 00:54:07,2024-02-15,0,Thursday,2024-02,192.168.2.136,10.0.0.35,993,UDP,allow,48463,China,baja,
2024-01-17 01:53:48,2024-01-17,1,Wednesday,2024-01,192.168.0.22,10.0.0.12,123,ICMP,allow,40619,Rusia,baja,
2024-02-04 13:03:14,2024-02-04,13,Sunday,2024-02,45.45.125.58,10.0.0.39,21,UDP,deny,8301,Rusia,critica,T1071
2024-02-01 02:36:27,2024-02-01,2,Thursday,2024-02,45.79.44.152,10.0.0.29,22,ICMP,deny,23921,Corea del Norte,critica,T1110
2024-01-08 15:11:47,2024-01-08,15,Monday,2024-01,45.35.214.57,10.0.0.9,22,ICMP,allow,6243,China,baja,T1110
2024-02-03 02:59:19,2024-02-03,2,Saturday,2024-02,45.21.111.60,10.0.0.16,22,ICMP,deny,17244,Corea del Norte,critica,T1110
2024-01-19 16:05:01,2024-01-19,16,Friday,2024-01,192.168.2.62,10.0.0.23,110,UDP,allow,32692,Desconocido,baja,
2024-02-22 03:24:39,2024-02-22,3,Thursday,2024-02,45.27.52.174,10.0.0.38,3306,TCP,deny,16991,Rusia,alta,T1190
2024-02-26 15:47:37,2024-02-26,15,Monday,2024-02,45.45.125.58,10.0.0.31,8080,ICMP,deny,15498,Rusia,alta,T1190
2024-02-17 04:56:19,2024-02-17,4,Saturday,2024-02,45.45.125.58,10.0.0.14,23,UDP,deny,28084,Rusia,critica,T1110
2024-01-08 02:26:54,2024-01-08,2,Monday,2024-01,192.168.3.98,10.0.0.20,110,UDP,allow,46336,China,baja,
2024-02-02 14:23:05,2024-02-02,14,Friday,2024-02,192.168.2.6,10.0.0.44,110,ICMP,allow,29561,Estados Unidos,baja,
2024-01-28 17:40:43,2024-01-28,17,Sunday,2024-01,45.27.52.174,10.0.0.35,8080,TCP,allow,12030,China,baja,T1190
2024-01-03 03:56:18,2024-01-03,3,Wednesday,2024-01,192.168.1.131,10.0.0.10,25,TCP,allow,35070,Estados Unidos,baja,
2024-02-20 03:27:20,2024-02-20,3,Tuesday,2024-02,45.74.13.144,10.0.0.37,1433,TCP,deny,23907,Irán,critica,T1190
2024-01-26 15:15:47,2024-01-26,15,Friday,2024-01,45.74.13.144,10.0.0.13,445,TCP,deny,3202,Corea del Norte,critica,T1021
2024-02-17 18:15:40,2024-02-17,18,Saturday,2024-02,45.45.125.58,10.0.0.18,445,TCP,deny,4458,Desconocido,critica,T1021
2024-01-24 01:49:27,2024-01-24,1,Wednesday,2024-01,45.79.44.152,10.0.0.4,21,UDP,deny,32252,China,critica,T1071
2024-01-12 14:05:49,2024-01-12,14,Friday,2024-01,192.168.0.76,10.0.0.43,110,UDP,deny,7291,China,alta,
2024-01-15 13:08:44,2024-01-15,13,Monday,2024-01,192.168.2.207,10.0.0.16,53,ICMP,allow,18196,China,media,
2024-02-13 00:09:54,2024-02-13,0,Tuesday,2024-02,192.168.5.118,10.0.0.39,53,UDP,allow,2344,Corea del Norte,baja,
2024-01-16 03:09:02,2024-01-16,3,Tuesday,2024-01,45.35.214.57,10.0.0.39,3389,UDP,deny,38812,Rusia,critica,T1021
2024-01-07 04:36:41,2024-01-07,4,Sunday,2024-01,192.168.0.221,10.0.0.27,110,UDP,deny,27150,Rusia,alta,
2024-01-19 14:35:23,2024-01-19,14,Friday,2024-01,45.91.57.7,10.0.0.20,3306,ICMP,allow,26255,Corea del Norte,media,T1190
2024-02-28 02:54:12,2024-02-28,2,Wednesday,2024-02,45.21.111.60,10.0.0.44,8080,ICMP,allow,35037,Irán,baja,T1190
2024-02-19 00:00:44,2024-02-19,0,Monday,2024-02,45.27.52.174,10.0.0.5,445,UDP,deny,16141,Corea del Norte,critica,T1021
2024-02-29 10:20:54,2024-02-29,10,Thursday,2024-02,192.168.5.177,10.0.0.30,80,UDP,allow,14237,China,media,
2024-02-07 01:04:43,2024-02-07,1,Wednesday,2024-02,192.168.5.109,10.0.0.33,993,TCP,allow,24671,China,baja,
2024-02-13 01:41:01,2024-02-13,1,Tuesday,2024-02,45.35.214.57,10.0.0.50,23,ICMP,deny,26643,Rusia,critica,T1110
2024-01-29 02:14:11,2024-01-29,2,Monday,2024-01,45.27.52.174,10.0.0.1,445,ICMP,deny,9241,China,critica,T1021
2024-02-07 00:06:05,2024-02-07,0,Wednesday,2024-02,45.27.52.174,10.0.0.6,3306,ICMP,deny,620,Corea del Norte,alta,T1190
2024-02-25 03:48:08,2024-02-25,3,Sunday,2024-02,192.168.0.154,10.0.0.15,993,TCP,allow,28238,Irán,baja,
2024-01-26 02:13:45,2024-01-26,2,Friday,2024-01,45.64.16.8,10.0.0.6,1433,TCP,allow,14841,Corea del Norte,baja,T1190
2024-02-08 03:20:53,2024-02-08,3,Thursday,2024-02,45.21.111.60,10.0.0.8,3389,TCP,deny,27777,China,critica,T1021
2024-02-23 15:16:17,2024-02-23,15,Friday,2024-02,192.168.2.208,10.0.0.12,110,ICMP,allow,20302,Corea del Norte,baja,
2024-01-13 01:52:31,2024-01-13,1,Saturday,2024-01,192.168.5.30,10.0.0.31,80,ICMP,allow,9017,Brasil,baja,
2024-02-23 04:45:18,2024-02-23,4,Friday,2024-02,45.27.52.174,10.0.0.9,3389,UDP,deny,20185,Irán,critica,T1021
2024-02-16 10:53:58,2024-02-16,10,Friday,2024-02,45.74.13.144,10.0.0.31,1433,ICMP,deny,45348,Irán,critica,T1190
2024-02-26 04:05:34,2024-02-26,4,Monday,2024-02,45.27.52.174,10.0.0.24,3389,UDP,deny,36999,Irán,critica,T1021
2024-02-22 03:21:11,2024-02-22,3,Thursday,2024-02,192.168.4.120,10.0.0.37,110,ICMP,allow,24733,Estados Unidos,baja,
2024-02-25 03:22:25,2024-02-25,3,Sunday,2024-02,45.21.111.60,10.0.0.35,445,UDP,deny,7488,Corea del Norte,critica,T1021
2024-02-27 02:35:53,2024-02-27,2,Tuesday,2024-02,45.35.214.57,10.0.0.20,22,ICMP,deny,48377,Corea del Norte,critica,T1110
2024-02-04 01:40:52,2024-02-04,1,Sunday,2024-02,45.21.111.60,10.0.0.46,3306,ICMP,deny,28484,Corea del Norte,critica,T1190
2024-01-18 01:59:35,2024-01-18,1,Thursday,2024-01,192.168.0.154,10.0.0.42,53,ICMP,allow,22409,Países Bajos,baja,
2024-02-08 10:36:42,2024-02-08,10,Thursday,2024-02,45.91.57.7,10.0.0.20,23,TCP,deny,48510,Irán,critica,T1110
2024-01-31 00:03:44,2024-01-31,0,Wednesday,2024-01,192.168.0.250,10.0.0.9,123,TCP,deny,35062,India,alta,
2024-02-17 13:14:03,2024-02-17,13,Saturday,2024-02,45.74.13.144,10.0.0.22,23,UDP,deny,17153,Corea del Norte,critica,T1110
2024-01-01 04:24:40,2024-01-01,4,Monday,2024-01,192.168.1.131,10.0.0.6,25,UDP,allow,12133,China,baja,
2024-02-22 09:34:20,2024-02-22,9,Thursday,2024-02,45.27.52.174,10.0.0.8,1433,UDP,deny,5586,Corea del Norte,critica,T1190
2024-02-19 11:33:40,2024-02-19,11,Monday,2024-02,192.168.3.98,10.0.0.41,123,ICMP,allow,23073,China,baja,
2024-02-05 16:19:54,2024-02-05,16,Monday,2024-02,45.91.57.7,10.0.0.12,445,UDP,allow,29193,Irán,baja,T1021
2024-02-05 02:31:08,2024-02-05,2,Monday,2024-02,192.168.2.42,10.0.0.11,993,UDP,allow,21376,Rusia,media,
2024-01-07 16:21:58,2024-01-07,16,Sunday,2024-01,192.168.2.117,10.0.0.34,443,ICMP,deny,30213,China,alta,
2024-01-07 00:44:19,2024-01-07,0,Sunday,2024-01,45.35.214.57,10.0.0.36,22,UDP,allow,31749,Corea del Norte,baja,T1110
2024-01-01 15:39:55,2024-01-01,15,Monday,2024-01,45.91.57.7,10.0.0.50,3306,ICMP,deny,10439,China,alta,T1190
2024-02-11 02:48:18,2024-02-11,2,Sunday,2024-02,45.45.125.58,10.0.0.17,22,ICMP,allow,38164,China,baja,T1110
2024-01-20 11:55:48,2024-01-20,11,Saturday,2024-01,45.21.111.60,10.0.0.25,3306,TCP,deny,13303,Corea del Norte,critica,T1190
2024-01-20 01:41:07,2024-01-20,1,Saturday,2024-01,192.168.0.221,10.0.0.18,53,UDP,allow,420,Países Bajos,baja,
2024-01-02 02:32:03,2024-01-02,2,Tuesday,2024-01,45.35.214.57,10.0.0.28,23,TCP,deny,7933,Corea del Norte,alta,T1110
2024-01-28 09:34:14,2024-01-28,9,Sunday,2024-01,45.45.125.58,10.0.0.5,23,UDP,deny,3971,China,critica,T1110
2024-01-03 02:52:46,2024-01-03,2,Wednesday,2024-01,192.168.5.88,10.0.0.22,443,ICMP,allow,31154,Alemania,baja,
2024-01-12 00:33:11,2024-01-12,0,Friday,2024-01,192.168.4.76,10.0.0.30,443,UDP,allow,1392,Rusia,baja,
2024-02-08 17:21:39,2024-02-08,17,Thursday,2024-02,192.168.4.236,10.0.0.36,25,UDP,allow,20844,Estados Unidos,baja,
2024-01-07 06:06:40,2024-01-07,6,Sunday,2024-01,45.27.52.174,10.0.0.16,3306,UDP,deny,22188,Rusia,alta,T1190
2024-02-03 15:32:00,2024-02-03,15,Saturday,2024-02,45.21.111.60,10.0.0.14,445,UDP,deny,518,China,critica,T1021
2024-01-17 18:42:53,2024-01-17,18,Wednesday,2024-01,45.21.111.60,10.0.0.19,3389,ICMP,deny,192,Rusia,critica,T1021
2024-01-12 01:12:28,2024-01-12,1,Friday,2024-01,45.27.52.174,10.0.0.46,8080,TCP,allow,37058,Irán,media,T1190
2024-01-19 14:55:41,2024-01-19,14,Friday,2024-01,45.21.111.60,10.0.0.18,23,TCP,deny,19617,Corea del Norte,critica,T1110
2024-01-02 00:18:14,2024-01-02,0,Tuesday,2024-01,45.64.16.8,10.0.0.21,23,ICMP,deny,20197,China,alta,T1110
2024-01-08 12:28:56,2024-01-08,12,Monday,2024-01,192.168.0.64,10.0.0.44,80,UDP,allow,1028,México,media,
2024-02-08 18:56:31,2024-02-08,18,Thursday,2024-02,45.91.57.7,10.0.0.9,21,UDP,deny,22125,Irán,alta,T1071
2024-02-04 17:58:32,2024-02-04,17,Sunday,2024-02,45.45.125.58,10.0.0.18,445,TCP,allow,283,Rusia,baja,T1021
2024-01-09 03:29:36,2024-01-09,3,Tuesday,2024-01,45.35.214.57,10.0.0.36,22,TCP,allow,3175,Irán,baja,T1110
2024-01-31 04:28:00,2024-01-31,4,Wednesday,2024-01,192.168.5.122,10.0.0.28,110,ICMP,allow,33794,Estados Unidos,baja,
2024-01-15 02:18:44,2024-01-15,2,Monday,2024-01,45.74.13.144,10.0.0.33,445,UDP,allow,21695,Irán,baja,T1021
2024-01-12 18:53:17,2024-01-12,18,Friday,2024-01,45.64.16.8,10.0.0.38,22,ICMP,deny,23693,China,alta,T1110
2024-02-16 02:25:06,2024-02-16,2,Friday,2024-02,192.168.1.17,10.0.0.45,993,ICMP,allow,7981,India,baja,
2024-02-02 18:15:37,2024-02-02,18,Friday,2024-02,45.21.111.60,10.0.0.6,23,TCP,allow,2480,Irán,media,T1110
2024-01-20 04:55:33,2024-01-20,4,Saturday,2024-01,192.168.4.196,10.0.0.35,53,UDP,allow,19084,China,media,
2024-01-06 02:45:14,2024-01-06,2,Saturday,2024-01,45.91.57.7,10.0.0.14,1433,ICMP,deny,42938,Irán,critica,T1190
2024-01-19 04:27:57,2024-01-19,4,Friday,2024-01,192.168.5.77,10.0.0.46,80,TCP,allow,15096,Rusia,baja,
2024-01-05 03:01:54,2024-01-05,3,Friday,2024-01,45.79.44.152,10.0.0.19,8080,TCP,deny,4434,Irán,alta,T1190
2024-01-14 11:01:46,2024-01-14,11,Sunday,2024-01,45.45.125.58,10.0.0.3,22,UDP,allow,34749,Irán,baja,T1110
2024-02-02 15:22:28,2024-02-02,15,Friday,2024-02,192.168.5.214,10.0.0.20,443,ICMP,allow,49974,Estados Unidos,baja,
2024-02-24 17:14:21,2024-02-24,17,Saturday,2024-02,45.21.111.60,10.0.0.3,23,TCP,deny,12190,Corea del Norte,alta,T1110
2024-02-17 03:49:43,2024-02-17,3,Saturday,2024-02,45.45.125.58,10.0.0.2,445,TCP,allow,1932,Irán,baja,T1021
2024-01-11 16:27:56,2024-01-11,16,Thursday,2024-01,45.64.16.8,10.0.0.29,21,ICMP,deny,49024,Corea del Norte,critica,T1071
2024-01-25 00:16:22,2024-01-25,0,Thursday,2024-01,192.168.4.187,10.0.0.18,25,UDP,allow,20562,México,baja,
2024-01-26 02:29:07,2024-01-26,2,Friday,2024-01,45.21.111.60,10.0.0.36,3389,TCP,allow,360,Irán,baja,T1021
2024-02-11 12:58:40,2024-02-11,12,Sunday,2024-02,192.168.1.179,10.0.0.19,443,ICMP,allow,36111,Alemania,media,
2024-01-12 03:47:48,2024-01-12,3,Friday,2024-01,45.35.214.57,10.0.0.34,8080,TCP,deny,26524,Irán,alta,T1190
2024-02-22 17:29:56,2024-02-22,17,Thursday,2024-02,192.168.2.155,10.0.0.8,443,TCP,allow,29585,Rusia,baja,
2024-02-08 23:12:36,2024-02-08,23,Thursday,2024-02,192.168.1.96,10.0.0.22,25,UDP,allow,14325,India,media,
2024-02-20 02:00:42,2024-02-20,2,Tuesday,2024-02,192.168.4.43,10.0.0.17,993,UDP,allow,33228,México,baja,
2024-02-27 00:52:38,2024-02-27,0,Tuesday,2024-02,192.168.1.68,10.0.0.13,993,TCP,allow,11460,Desconocido,baja,
2024-01-21 03:29:31,2024-01-21,3,Sunday,2024-01,192.168.0.251,10.0.0.30,123,ICMP,allow,5976,México,media,
2024-01-31 14:15:16,2024-01-31,14,Wednesday,2024-01,192.168.5.227,10.0.0.25,110,ICMP,allow,95,Brasil,media,
2024-01-14 17:15:29,2024-01-14,17,Sunday,2024-01,192.168.4.221,10.0.0.13,25,TCP,allow,48858,China,baja,
2024-02-29 01:11:54,2024-02-29,1,Thursday,2024-02,192.168.4.68,10.0.0.12,993,ICMP,allow,582,Estados Unidos,baja,
2024-02-04 02:55:36,2024-02-04,2,Sunday,2024-02,192.168.0.195,10.0.0.30,110,TCP,deny,47911,India,alta,
2024-01-07 17:12:51,2024-01-07,17,Sunday,2024-01,45.79.44.152,10.0.0.44,445,UDP,allow,22509,Corea del Norte,media,T1021
2024-02-26 00:59:40,2024-02-26,0,Monday,2024-02,192.168.2.113,10.0.0.46,993,UDP,allow,20955,Rusia,media,
2024-01-18 18:04:39,2024-01-18,18,Thursday,2024-01,45.91.57.7,10.0.0.42,3306,ICMP,deny,49932,Irán,critica,T1190
2024-02-11 04:07:56,2024-02-11,4,Sunday,2024-02,192.168.4.17,10.0.0.49,443,UDP,allow,39109,India,baja,
2024-01-27 02:27:32,2024-01-27,2,Saturday,2024-01,45.45.125.58,10.0.0.23,8080,UDP,deny,20926,China,critica,T1190
2024-02-11 03:58:46,2024-02-11,3,Sunday,2024-02,192.168.5.159,10.0.0.40,80,UDP,allow,38106,Estados Unidos,baja,
2024-02-29 12:10:05,2024-02-29,12,Thursday,2024-02,45.64.16.8,10.0.0.14,3306,TCP,deny,4556,Rusia,alta,T1190
